name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Caroline,Caroline,Boy In Space,56QzkBVeWQctBXAqDhvJ4S,2020-02-07,63,158571,0.604,0.0543,0.637,0.0,0.168,0.537,-7.022,0.0361,140.082,1,3,Calm
remember the mornings,remember the mornings,Clinton Kane,27kcZEJvhkb1rzZS9gCpdA,2020-11-27,68,202354,0.59,0.618,0.443,0.0,0.11,0.342,-5.662,0.0722,149.447,0,4,Calm
I Don't Think I'm Okay,I Don't Think I'm Okay,Bazzi,0PUkanqCGTb6qseXPKOw1F,2020-07-09,66,176250,0.445,0.574,0.33,0.0,0.102,0.187,-8.121,0.0429,128.025,9,4,Calm
Ripples,Ripples,Maximillian,7LYGpt7ckc34CFWcsxwnJl,2019-10-25,60,195404,0.683,0.682,0.346,0.0,0.278,0.457,-9.475,0.0785,129.682,0,4,Calm
RELATIONS,RELATIONS,FELIX SANDMAN,0twxxmLUAbRv9cwZWz9dWY,2020-12-18,70,164245,0.837,0.696,0.435,1.43e-05,0.11,0.415,-7.17,0.0427,124.949,0,4,Calm
the author,the author,Luz,54fT5TBqwmJKn6NmJR5VKe,2020-09-18,37,217213,0.354,0.832,0.264,0.0,0.11,0.227,-12.571,0.0544,80.567,0,4,Calm
Lover (Remix) [feat. Shawn Mendes],Lover (Remix) [feat. Shawn Mendes],Taylor Swift,3i9UVldZOE0aD0JnyfAZZ0,2019-11-13,74,221306,0.448,0.433,0.603,0.0,0.0862,0.422,-7.176,0.064,205.272,7,3,Calm
Renee's Song,Renee's Song,Bazzi,13iMiwdY7pgE1f7NwYKr1D,2020-04-01,69,130545,0.593,0.794,0.229,0.0,0.167,0.42,-8.888,0.0307,117.823,9,4,Calm
July (feat. Leon Bridges),July (feat. Leon Bridges),Noah Cyrus,3V0nnQhqvbE3JmiDdnzQFQ,2019-11-08,74,152280,0.708,0.853,0.211,0.0,0.131,0.362,-9.603,0.0424,72.5,9,4,Calm
Chills,Chills,Why Don't We,7tN0ceaX3JAz6aVtyXn9mn,2019-12-30,66,165596,0.615,0.00483,0.689,0.0,0.177,0.783,-5.332,0.0658,162.919,1,4,Calm
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,2021-03-19,98,198081,0.677,0.321,0.696,0.0,0.42,0.464,-6.181,0.119,90.03,0,4,Calm
Leaving My Love Behind,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,1NxHgM5nOnmqi3KUVLbaIw,2019-11-22,68,210213,0.409,0.65,0.446,0.0,0.0862,0.135,-4.836,0.0317,75.638,2,4,Calm
Cry Over Boys,Cry Over Boys,Alexander 23,218q4fCmVERKhXEZDr6g4P,2021-01-27,56,170812,0.847,0.835,0.254,1.98e-05,0.527,0.381,-13.551,0.0667,117.987,7,4,Calm
stupid,stupid,Tate McRae,4k3uABcX9iaGlt5pRJhumi,2019-12-06,75,172915,0.673,0.0692,0.58,8.52e-05,0.186,0.257,-6.029,0.0416,95.989,0,4,Calm
Until We Meet Again,Until We Meet Again,Nick Jonas,6aXgxeYA03veaPyHHZQaj3,2020-05-20,62,197540,0.422,0.339,0.518,0.0,0.101,0.29,-5.862,0.0646,77.378,8,4,Calm
Angels Like You,Plastic Hearts,Miley Cyrus,0QdePZJfBpRIBautuT4FSx,2020-11-27,69,196453,0.672,0.0981,0.642,0.0,0.1,0.494,-4.035,0.0313,121.981,5,4,Calm
Wait for You (feat. Zoe Wees),Wait for You (feat. Zoe Wees),Tom Walker,3cMAS9DjZHrAnKvPrTIw7Z,2020-09-11,70,153026,0.502,0.366,0.65,0.0,0.0956,0.392,-4.27,0.0531,159.78,1,4,Calm
Brainstorm,Brainstorm,Alexander 23,3VcFoOwKYurSedLtz9nFJC,2020-10-09,48,186000,0.658,0.823,0.317,0.00548,0.111,0.262,-12.318,0.0424,76.849,11,4,Calm
Five More Minutes,XV,Jonas Brothers,0WxSQtLMCLcsAOhliamv5W,2020-05-15,65,150366,0.836,0.305,0.304,0.0,0.0979,0.688,-7.948,0.0666,94.037,4,4,Calm
Walked Through Hell,Walked Through Hell,Anson Seabra,6c7N5N7amAOpeMykjlovjI,2020-11-20,77,216864,0.508,0.664,0.404,0.0,0.104,0.129,-11.092,0.0788,81.713,10,4,Calm
Ordinary People,Ordinary People,Blake Rose,0FrHyYxj92dg4qIu8BO30l,2020-06-26,63,253597,0.363,0.899,0.12,2.34e-05,0.162,0.176,-11.662,0.0358,71.024,7,4,Calm
Lost,Lost,Noak Hellsing,6dexp1WYGzQWDr8DA8yDHG,2019-11-22,60,169666,0.665,0.688,0.314,0.0,0.291,0.493,-8.953,0.0429,83.934,4,4,Calm
Heather,Kid Krow,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,2020-03-20,90,198040,0.357,0.584,0.425,0.0,0.322,0.27,-7.301,0.0333,102.078,5,3,Calm
Every Time You Go Away,Spotify Singles,Lennon Stella,5OtvDpNhxUde1hkAjvzSzE,2020-08-19,68,265652,0.322,0.894,0.127,5.99e-05,0.143,0.119,-14.197,0.0352,144.2,7,4,Calm
Moral of the Story (feat. Niall Horan),Moral of the Story (feat. Niall Horan),Ashe,2NWVdwbd2hPIzC2lyf4y63,2020-06-17,77,198515,0.599,0.495,0.374,0.0,0.221,0.224,-8.896,0.0385,119.9,10,4,Calm
I Like It When You Love Me,Home Tapes,Oh Wonder,6UiS2IW9dEZwC6TluY5zSy,2020-05-01,62,226560,0.481,0.824,0.432,0.000347,0.105,0.194,-11.982,0.383,83.595,5,4,Calm
Back To My Bed,Back To My Bed,Elderbrook,0NHBjddjKTkJQvEb5oTilt,2020-09-16,66,202106,0.771,0.313,0.729,0.00452,0.236,0.689,-7.554,0.0372,124.047,4,4,Calm
Trampoline (with ZAYN),Trampoline (with ZAYN),SHAED,1iQDltZqI7BXnHrFy4Qo1k,2019-09-26,76,184280,0.619,0.56,0.459,0.0,0.137,0.498,-5.782,0.0334,126.803,7,4,Calm
Ready,Ready,Alessia Cara,6l7lX8hJXVIUyPrTaabpqk,2019-07-22,5,178746,0.529,0.214,0.496,0.0,0.212,0.588,-6.668,0.151,74.619,0,4,Calm
I’ll Keep You Safe,I’ll Keep You Safe,Vluestar,3YfNhioGntblm6ciPsCwC9,2018-05-08,71,140338,0.54,0.802,0.341,0.00939,0.13,0.283,-10.399,0.0717,137.767,10,4,Calm
dreamin',dreamin',53 Thieves,4PlzJVdaRYC9Fg2AqlOxer,2020-02-07,68,207705,0.831,0.359,0.419,0.00228,0.0959,0.339,-7.381,0.44,84.983,1,4,Calm
homebody,homebody,Kamal.,3I3ZmlSouhOYDHGWn3w0CW,2020-03-04,67,189000,0.762,0.575,0.244,0.000661,0.11,0.255,-14.089,0.0711,94.949,4,4,Calm
You're All I Want,You're All I Want,Cigarettes After Sex,4nvLuqwTOZdEJI1fcHXv8h,2020-05-26,69,264453,0.233,0.363,0.471,0.828,0.113,0.277,-10.947,0.0294,182.161,5,4,Calm
Sunrise,Sunrise,Kevitch,504BrFbtkCK5GG8U0wb2qb,2020-01-01,65,208744,0.609,0.527,0.389,0.113,0.11,0.144,-11.675,0.0341,138.037,5,4,Calm
Rain,Rain,Lucy Park,72afDNRJsldkG7R02rRdA1,2020-08-28,65,151150,0.716,0.86,0.231,0.0393,0.112,0.231,-14.739,0.0527,107.049,0,4,Calm
I Need U,I Need U,yaeow,5lbdxt9C6rsELTimTkyMn8,2020-05-28,0,142588,0.402,0.513,0.405,0.0167,0.155,0.072,-12.486,0.0713,84.873,9,4,Calm
Fleur Blanche,Cutworks,Orsten,0vpxHngtbm6hrdQZHsmOMb,2011-01-31,62,252266,0.783,0.0121,0.402,0.896,0.168,0.613,-9.56,0.119,83.003,8,4,Calm
Sola,Sola,Nina Cobham,237dlPXLNIsatIRYKRbCWN,2020-03-27,0,198661,0.749,0.294,0.383,6.63e-05,0.115,0.334,-13.404,0.152,125.384,4,4,Calm
walk but in a garden,walk but in a garden,LLusion,37bzRWttPZDNdJs24NZaUG,2019-06-19,1,110250,0.773,0.859,0.403,0.944,0.1,0.537,-11.617,0.0449,80.003,8,4,Calm
Slipping Away,Slipping Away,LEISURE,0BCPHe2assdUDijB5gUuCU,2020-06-26,50,235506,0.707,0.427,0.546,0.17,0.101,0.774,-9.017,0.0399,78.007,11,4,Calm
4:38am,The Color of Nothing,ford.,1mCS2aMR3hGZV1stAkjLcV,2020-10-16,50,226657,0.754,0.841,0.342,0.0312,0.109,0.349,-11.3,0.052,125.093,9,4,Calm
Yours,Yours,maye,0gmStTUTuiU807EB4KafOX,2021-02-12,65,220887,0.67,0.714,0.707,0.065,0.0634,0.799,-9.726,0.0358,89.008,11,4,Calm
Crazy,Crazy,Hope Tala,4P5tPq60W4LLYcoXLgWlYx,2020-10-15,63,259213,0.672,0.265,0.503,0.000321,0.204,0.465,-5.141,0.0464,60.496,2,4,Calm
cloud castle,jams EP,Luna Li,3gyIcFToYNdOJycgMShtb2,2021-02-05,60,63214,0.556,0.04,0.563,0.9,0.245,0.349,-6.731,0.0523,83.9,0,4,Calm
peppermint,peppermint,lavender,1YjEwY8FrctMA4MX0RkdRx,2020-07-10,63,132915,0.564,0.895,0.379,0.257,0.0874,0.564,-7.732,0.0391,104.912,4,4,Calm
3am,3am,Jaspa,2uWaQb9xq100a2QHDWQyRI,2020-04-17,60,151173,0.565,0.626,0.44,0.000205,0.0893,0.229,-10.009,0.051,119.728,6,4,Calm
moonlight,moonlight,dhruv,4d83gRvk3DHU5cWBbyOlSk,2020-02-21,65,159130,0.736,0.639,0.5,0.00131,0.104,0.565,-11.229,0.171,92.031,11,4,Calm
12:34 AM,12:34 AM,Billy Lemos,16iNVfWKKZPDjctIcd0KMn,2017-06-27,67,127000,0.711,0.656,0.473,0.0666,0.119,0.32,-11.971,0.116,90.001,1,4,Calm
Keep You Warm,This Empty Town,Jaguar Sun,4GjWZDfWw5ZnW9vmioJwY0,2020-07-24,60,256204,0.527,0.614,0.555,0.574,0.33,0.18,-11.346,0.0272,143.917,7,4,Calm
Kingston,Atlanta Millionaires Club,Faye Webster,0EDQwboQDmswDRn58wcslg,2019-05-24,68,202160,0.73,0.138,0.344,0.00128,0.134,0.543,-9.541,0.0394,142.129,10,4,Calm
Pink + White,Blonde,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,2016-08-20,80,184516,0.544,0.67,0.552,4.57e-05,0.415,0.554,-7.45,0.0991,159.738,9,3,Calm
Always Afternoon,Always Afternoon,Medasin,6GMaQmdpwGolGyuW6ZJ9X9,2019-05-10,65,183226,0.598,0.869,0.357,0.0957,0.27,0.168,-12.104,0.0492,75.017,3,4,Calm
Loving You Is a Mountain,Three,Isaia Huron,4tqZET1gHOGWY6UbHv6qWf,2020-01-03,43,208000,0.426,0.43,0.484,0.00199,0.0888,0.0384,-7.772,0.0335,58.339,7,4,Calm
Opiate,Opiate,Puma Blue,1iXho1Srl0akpZSSHfOFvP,2020-11-17,60,151580,0.868,0.525,0.334,0.00397,0.238,0.356,-8.81,0.062,104.679,10,4,Calm
But There's Still the Moon,But There's Still the Moon,Tasha,0tA5pH2uW1fKCQ44khDie8,2020-04-16,0,219660,0.662,0.342,0.36,0.013,0.117,0.271,-11.924,0.0303,125.848,8,4,Calm
Rise,R I S E,WILLOW,0gxVuBfUu1TbmFyJZwK6X0,2020-11-20,62,219106,0.321,0.728,0.317,0.0107,0.66,0.129,-12.921,0.032,185.115,0,3,Calm
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,2020-04-10,72,140571,0.732,0.747,0.304,6.13e-05,0.143,0.185,-13.086,0.111,139.965,0,4,Calm
Sun is going down,Sun is going down,HIMI,362Ev5LFc9zje3MhnzugOZ,2021-02-06,33,406566,0.497,0.861,0.266,0.263,0.0989,0.149,-12.67,0.0258,94.694,7,4,Calm
I Leave Again,I Leave Again,Petit Biscuit,5QI8TzL0eOULZSwsr1FJzu,2020-05-20,2,238066,0.755,0.542,0.614,0.00879,0.0937,0.148,-9.481,0.0548,124.02,2,4,Calm
do you come here often?,do you come here often?,Nina Cobham,0ShHM5WuJOUCexBXVi52My,2020-11-25,57,154415,0.774,0.55,0.425,0.0139,0.0756,0.348,-11.925,0.283,83.954,9,4,Calm
Ocean,Ocean,Brijean,7tqLWumGlP0N0ouyj49WLk,2021-01-13,57,261614,0.69,0.352,0.694,0.834,0.0812,0.811,-9.431,0.0284,100.041,5,4,Calm
Løb Stop Stå,Mellem Dine Læber,Boom Clap Bachelors,3wyLILirr6oFIFw1vYuktv,2020-08-07,57,288617,0.493,0.866,0.335,0.00174,0.115,0.279,-13.986,0.218,93.603,0,4,Calm
Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,2018-10-08,85,179080,0.498,0.72,0.235,0.0,0.144,0.0895,-16.541,0.188,118.917,1,4,Calm
Want U Around (feat. Ruel),Want U Around (feat. Ruel),Omar Apollo,5vprsDWNcHMEMH95sbJkH2,2020-10-12,67,247720,0.571,0.3,0.443,6.95e-06,0.101,0.621,-6.76,0.0451,143.923,0,3,Calm
Walking Home to You,LEMONS,Nick Leng,4FdeSDY5xmZgZg4MyBLleO,2020-04-24,59,239213,0.654,0.179,0.731,3.48e-05,0.1,0.761,-6.559,0.0255,117.955,6,4,Calm
Till It Happens To You,Corinne Bailey Rae,Corinne Bailey Rae,4Eq60oypgAxlX6Kp7MFQl6,2006-01-01,60,278640,0.659,0.789,0.226,0.000113,0.0858,0.0705,-11.787,0.0517,119.687,1,3,Calm
The Most Beautiful Thing,The Most Beautiful Thing,Bruno Major,7EncNzyGs8uJiQittB38ef,2020-05-01,0,235426,0.806,0.535,0.362,0.045,0.111,0.42,-10.381,0.0345,127.502,7,4,Calm
alien jewelry,isolation,John The Blind,33pTrKPiYyP4F49jCgjNio,2021-01-12,55,226066,0.453,0.0803,0.541,0.0511,0.137,0.219,-10.664,0.0567,117.861,3,4,Calm
I'm In Love With You,I'm In Love With You,Poolside,668AkXg9qeMsY8fivgpPxL,2020-11-30,59,252600,0.657,0.829,0.485,0.769,0.128,0.402,-9.552,0.0685,76.975,9,4,Calm
All I C Is U,Hunny,Nate Traveller,2x4NzWn2QKMfnkwZzrQrd5,2020-10-16,55,160000,0.445,0.559,0.212,0.259,0.102,0.0939,-14.313,0.038,119.772,0,4,Calm
REWIND,REWIND,Joe Saan,53MNbeiNERmKWo3hc7YZu9,2020-07-16,55,222000,0.774,0.595,0.274,0.0,0.133,0.397,-7.584,0.0512,119.834,10,3,Calm
city,city,Zachary Knowles,7ezWFPZxTDiQMl7NlAXdkR,2020-07-10,56,141328,0.781,0.00916,0.666,0.0,0.1,0.561,-5.547,0.0639,130.005,2,4,Calm
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,2020-06-12,66,161536,0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,0,4,Calm
angels (emily),angels (emily),cehryl,4CwgOt8rqXn4t9wOQB6Lej,2020-12-04,55,169226,0.516,0.545,0.318,0.0213,0.0776,0.192,-9.757,0.028,85.89,4,4,Calm
Sometimes (Backwood),Sometimes (Backwood),gigi,5ysFFsqJFcsX8Rez67j2tv,2021-02-15,72,153000,0.41,0.767,0.174,0.00197,0.114,0.0694,-11.405,0.0328,105.292,3,4,Calm
Muse,Muse (You Inspire Me),Afro Nostalgia,7mtYsNBYTDPa8Mscf166hg,2018-07-16,56,123216,0.879,0.935,0.315,0.144,0.11,0.246,-13.052,0.175,131.998,4,4,Calm
I Want You Back,I Want You Back,wwoman,45IhSIsQkvmCZ2V0yxEazY,2020-11-20,55,247320,0.861,0.572,0.388,0.000984,0.33,0.491,-11.728,0.0543,89.989,9,4,Calm
Comfortable (feat. Hand Habits),Comfortable,Quarter-Life Crisis,43U3PxxpEJGNs7BCAn8oTS,2020-11-12,54,159743,0.441,0.126,0.496,0.521,0.132,0.265,-8.103,0.0264,72.427,5,4,Calm
something to live for,something to live for,kerri,0iQPej6D7P8i2lWlulqH2T,2020-08-07,54,134549,0.58,0.583,0.34,0.00711,0.0988,0.347,-14.906,0.307,134.486,3,4,Calm
My Mind Is a Maze,Dumb Daze,Alann8h,2P4qoMmSqElFcI7GYaPLwf,2020-05-14,57,146677,0.85,0.671,0.223,3.23e-05,0.0914,0.468,-11.46,0.0705,95.008,1,4,Calm
STAND STILL,STAND STILL,Bensbeendead.,6C54NvHWrSBZ5hQJTGH5RN,2020-09-30,54,266511,0.629,0.789,0.355,3.45e-05,0.219,0.27,-6.253,0.0438,86.108,9,4,Calm
Stuck in the Sky,Stuck in the Sky,María Isabel,0PZdvrkdzVpIyVCL7KLR2r,2020-10-16,55,134557,0.395,0.209,0.344,1.97e-05,0.104,0.0814,-10.529,0.0482,139.218,2,4,Calm
Même Langue (feat. MUNYA),Early Hours,Bearcubs,1cbzgAaPgE3iL3diqC2zzh,2020-05-15,0,304666,0.791,0.507,0.7,0.825,0.685,0.47,-9.286,0.0559,123.021,2,4,Calm
ACOUSCOUS,ACOUSCOUS,emawk,64lmE7hixqSVxMsk5nvG8e,2021-02-27,54,237000,0.427,0.689,0.371,1.96e-05,0.21,0.354,-11.405,0.147,65.722,5,3,Calm
Tell Me,Tell Me,w00ds,0ndV1KbJuiFxPuZ4cJZZi8,2020-12-11,54,186250,0.675,0.42,0.414,0.692,0.339,0.27,-12.641,0.0298,128.052,9,4,Calm
Montara,Montara,HNNY,49VM3vCQBFr1wJJw7xByGf,2020-04-17,61,225489,0.772,0.258,0.655,0.902,0.0753,0.621,-11.531,0.0437,91.995,7,4,Calm
Cotton Candy,Cotton Candy,Weston Estate,2UvMgTm9y3lStOyQE2yxKA,2019-05-24,57,154074,0.606,0.39,0.275,0.0,0.135,0.19,-10.004,0.0288,81.041,10,4,Calm
Stay Where You Are,Stay Where You Are,Yuna,1hCss2zjMPOdWFbr5Ryf3F,2020-05-15,27,209205,0.569,0.687,0.339,2.52e-05,0.24,0.121,-8.661,0.0289,124.818,10,4,Calm
Like a Bird,New Daze,Bay Ledges,3FUfo6bZ81aI5rBRfid4ge,2020-08-21,54,189770,0.836,0.289,0.768,0.835,0.122,0.971,-8.418,0.0328,121.981,5,4,Calm
Beautiful,Beautiful,Rhye,0UldHegZYf4q7bYDSGBZhq,2020-05-08,60,262533,0.817,0.112,0.306,0.163,0.158,0.402,-11.959,0.0535,91.014,10,4,Calm
Disappear,Die 4 Ur Love,Tei Shi,3l2Tof2jle63mkRXF8MH89,2020-07-17,54,179335,0.826,0.784,0.624,1.73e-06,0.112,0.894,-8.386,0.25,115.94,7,4,Calm
High (Remix),High (Remix),fika,32R9F2G42rDjgkZg3k5ecx,2020-04-23,54,170463,0.502,0.41,0.513,0.0446,0.118,0.102,-11.95,0.0586,100.148,10,4,Calm
that's us,that's us,Golden Vessel,1anxX1NLxxdIjVzomBJK45,2020-09-23,54,162406,0.795,0.531,0.404,0.715,0.197,0.539,-8.616,0.0609,126.003,9,4,Calm
Prophecy,Prophecy,Son Lux,2kZrL4OS30l79PbBcOk9Ik,2020-11-18,52,289283,0.6,0.558,0.363,0.0186,0.109,0.344,-10.208,0.0712,81.988,1,4,Calm
you and the everything of everything,you and the everything of everything,RⱯHM ⚉,1Y8F8VNZ3Ij0MaD8PcpGpW,2021-01-29,52,160120,0.635,0.206,0.448,0.00259,0.103,0.239,-9.106,0.0598,148.024,1,4,Calm
Beauty Fades,Beauty Fades / Answer,Alex Siegel,6lUG5VrmhGESNj8xKMg4hP,2020-05-29,52,188221,0.733,0.105,0.528,0.000558,0.0966,0.623,-6.368,0.032,104.003,10,4,Calm
RADIO SILENCE,GARDENING,Bensbeendead.,2XnKHgfNOJOMj2B7u5qiD4,2020-10-14,52,255211,0.543,0.543,0.552,0.0,0.153,0.464,-7.88,0.0506,142.016,3,4,Calm
Like Summer,Like Summer / Nothing Beyond,Kyan,3innRzfJF3RMcZbXv6It28,2018-05-25,55,336840,0.605,0.887,0.425,0.46,0.0938,0.376,-11.586,0.0373,139.981,9,4,Calm
Stranger (feat. Saba & Jarreau Vandal),Overture,Gaidaa,6RYdd1Q0KZe5IvgPc5dmNT,2020-07-24,56,219451,0.784,0.338,0.531,2.26e-05,0.0996,0.188,-7.756,0.041,87.982,5,4,Calm
Heavenly,Heavenly,Cigarettes After Sex,6dwNcWigdxPUcqfz2zM6GL,2019-08-28,49,288595,0.539,0.628,0.431,0.653,0.11,0.122,-9.298,0.0249,105.156,8,4,Calm
You Make The World A Better Place,You Make The World A Better Place,Priscilla Ahn,1OcX5myU73VFwUAanEvnnb,2021-01-29,52,221031,0.432,0.952,0.116,0.0685,0.149,0.0814,-14.222,0.0345,99.887,0,4,Calm
Colors We Made,Permanent Beta,Lani Rose,1EWK3hODDw0DaiS5ffsPO7,2020-07-17,54,170589,0.521,0.572,0.292,2.39e-06,0.303,0.243,-11.96,0.062,61.692,5,4,Calm
Homebound,Homebound,Jak Bannon,2O4HQCL3tEK89sLl3Twskf,2020-12-02,52,168000,0.438,0.233,0.491,8.37e-05,0.148,0.0714,-9.87,0.0727,159.986,7,4,Calm
SG Lou,SG Lou,Lucca Dohr,2fkWyHBfRt87VD2Iilb6AM,2019-11-26,52,232199,0.499,0.8,0.326,0.000161,0.172,0.359,-10.291,0.0275,77.446,5,4,Calm
Flight,Flight,Postcard Boy,5UhsZ4o4QLoS5gai0ryUHp,2020-04-24,53,141216,0.539,0.264,0.481,0.0185,0.346,0.319,-12.12,0.0284,89.999,6,4,Calm
Unfold You,Unfold You,Rostam,6DvXURYvXYnxuCQCHDbopQ,2020-10-14,25,234973,0.569,0.597,0.424,0.00489,0.313,0.397,-8.007,0.038,75.367,9,4,Calm
home:so long,home:so long,lavender,37xgjn1tD4UqEC49kLpAYC,2020-08-21,52,85956,0.514,0.811,0.664,0.09,0.348,0.511,-7.482,0.12,86.096,8,4,Calm
Dream Away,Monsters,The Midnight,3L3GtwAflCkqh4QCoacRYk,2020-07-10,56,219000,0.599,0.102,0.564,0.0,0.912,0.112,-9.042,0.0804,95.023,10,4,Calm
Zombies,Zombies,Ethan Tasch,2ig5YxSVKUgd4nxIDLcvZC,2020-10-16,52,192114,0.584,0.115,0.597,0.362,0.119,0.849,-9.586,0.026,138.003,3,4,Calm
Weirdo,Weirdo,NoMBe,2DhST4YlvdtsAbYrPHY0Jc,2020-03-31,57,192733,0.537,0.552,0.351,8.78e-05,0.102,0.234,-9.735,0.0346,144.0,7,4,Calm
Extraordinary Life,Extraordinary Life,Gordi,5MfQIoBbCOcXSCo6EupYN2,2020-06-23,30,221880,0.576,0.728,0.458,0.000207,0.137,0.356,-11.32,0.0536,119.974,9,4,Calm
I Can't Help (with Sarcastic Sounds),I Can't Help (with Sarcastic Sounds),Shoffy,1OdYu7mDO94ydUvfZPaPvP,2020-02-07,0,121250,0.714,0.393,0.4,0.000718,0.109,0.318,-8.264,0.0618,81.974,2,4,Calm
Borderline - Blood Orange Remix,Borderline (Blood Orange Remix),Tame Impala,7IbGa7PhnXHvUOvhELtGgL,2020-09-25,60,437933,0.48,0.355,0.429,0.0552,0.114,0.315,-8.848,0.0479,174.27,10,4,Calm
ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),Surf Mesa,62aP9fBQKYKxi7PDXwcUAS,2019-11-26,86,176546,0.674,0.0686,0.774,0.00188,0.393,0.33,-7.567,0.0892,112.05,11,4,Calm
Back To You,iamnotshane,iamnotshane,5kdMBPrJNUjFnT9scCIIZq,2020-02-21,54,160333,0.906,0.0506,0.606,0.00864,0.0802,0.738,-8.855,0.0363,116.007,0,4,Calm
Waiting Up,Waiting Up,Glded,1deqbBUFuyKeifDbTRdAWH,2020-08-21,51,141833,0.4,0.87,0.183,0.0834,0.101,0.0634,-14.458,0.0349,120.064,4,4,Calm
Can't Stop Your Lovin',Can't Stop Your Lovin',Poolside,5P1eorfAD2voGnX7ZbuvFz,2019-07-24,62,237533,0.705,0.672,0.782,0.00496,0.138,0.963,-6.284,0.0377,90.997,1,4,Calm
Sudden Death,Sudden Death,Quelle Chris,2mNNAGjwvx83Xiuvkc7m0j,2020-02-04,55,221283,0.608,0.383,0.87,0.847,0.067,0.704,-4.344,0.0287,157.118,2,4,Calm
Dicking Around,Dicking Around,All Things Blue,6FGQSNQmdHth8rWT4yXBxU,2020-07-01,2,245906,0.587,0.0172,0.773,0.713,0.664,0.595,-8.35,0.0492,89.998,11,4,Calm
Keeping Busy,Keeping Busy,Isaac Lewis,5g3InejbvUCMmZUOyVvRQb,2020-04-22,51,172384,0.729,0.9,0.343,4.65e-05,0.105,0.528,-7.962,0.0397,124.979,9,4,Calm
Garden,What Should We Do This Summer ?,EFÉ,50iDsxVvLyArwlS5PUuiy3,2020-10-15,51,192053,0.617,0.455,0.395,0.178,0.0957,0.231,-6.418,0.026,80.062,9,4,Calm
BOGU$,BOGU$,Annalise Azadian,3MGozJX0jp6ynA97MDwOUU,2020-06-24,52,164845,0.802,0.604,0.413,0.000193,0.111,0.276,-10.111,0.0858,117.907,5,4,Calm
Work of Art,Work of Art,Alex J. Price,4L6bK3JIEJpctCTxX9BJqO,2020-04-17,53,190422,0.769,0.756,0.384,0.0826,0.119,0.482,-12.68,0.0609,94.96,10,4,Calm
Flaws,Flaws,Yoste,2fORroOyzQE1tlljfDYzwI,2020-04-03,24,177542,0.73,0.128,0.445,0.00347,0.264,0.291,-9.008,0.0382,121.936,10,4,Calm
Wild World,Wild World,des hume,3K5v9paUrw1sDVtZeeBxwt,2020-04-24,51,194625,0.644,0.552,0.382,0.822,0.123,0.671,-14.721,0.071,169.977,7,4,Calm
Moonboy,Moonboy,Bennett Coast,3j4P8ytkoDpBFePPrXHEbe,2020-07-10,57,132230,0.507,0.855,0.375,0.00981,0.11,0.0519,-10.637,0.0256,90.006,9,4,Calm
Hope You Are Okay,Hope You Are Okay,Jordy Chandra,6vYbNeMUIMGRSX2OLhQQOk,2020-07-31,15,115826,0.525,0.974,0.145,0.758,0.132,0.116,-17.419,0.0316,114.903,8,3,Calm
Moonsong,Vitamin Energy,Ben Elder,4ZTUOWVfWaUKxnE0Z2Wb2h,2020-07-01,50,105772,0.558,0.264,0.697,4e-06,0.203,0.52,-5.157,0.0552,176.888,7,3,Calm
Every Day Is A Holiday,Every Day Is A Holiday,DOPE LEMON,7vjWe160MXCv2jiyH3EQMH,2020-07-31,59,353211,0.53,0.391,0.566,0.00225,0.196,0.543,-9.027,0.197,180.007,1,4,Calm
Nightrider,Nightrider,Tom Misch,0i7jazn1Rtp51KPM4iSs6z,2020-04-16,58,300990,0.729,0.0774,0.571,0.213,0.0994,0.582,-9.188,0.0869,81.486,11,4,Calm
Hell of a Ride,Hell of a Ride,Oscar Louis,0enjWdCHaqJqO3aEPxhR0G,2019-12-05,51,243900,0.743,0.533,0.42,0.00148,0.141,0.29,-11.583,0.158,127.931,9,4,Calm
Arizona,Arizona,James Tillman,50xD287wNfolGS35NPxCpM,2020-07-01,51,253240,0.791,0.188,0.47,0.284,0.116,0.689,-10.157,0.0367,110.259,11,4,Calm
Glowing,Glowing,alayna,7fnW0ZcFWAHaMGfCPW1gzg,2020-02-28,53,196706,0.553,0.515,0.545,9.79e-06,0.117,0.297,-6.277,0.0669,74.958,5,1,Calm
Hate That I Love You,Hate That I Love You,New West,31ShnB0jPGQB2xySyuhtQZ,2019-11-15,52,212105,0.536,0.754,0.297,4.8e-06,0.136,0.179,-7.609,0.0293,113.773,2,3,Calm
2725,2725,GRAE,3e68Szcr6VUctxlIeWWTrS,2020-07-31,24,201813,0.792,0.373,0.616,0.000409,0.0831,0.222,-7.031,0.0361,109.028,0,4,Calm
